Trade #,Type,Signal,Date/Time,Price JPY,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
1097,Exit Long,Open,,,,,,,,,,,
1097,Entry Long,MACrossLE,2024-07-14 19:10,158.284,,,,,,,,,
1096,Exit Short,MACrossLE,2024-07-14 19:10,158.284,498,0.20,0.04,102.32,0.00,0.56,0.11,0.05,0.01
1096,Entry Short,MACrossSE,2024-07-14 19:03,158.348,498,0.20,0.04,102.32,0.00,0.56,0.11,0.05,0.01
1095,Exit Long,MACrossSE,2024-07-14 19:03,158.348,498,0.01,0.00,102.11,0.00,0.06,0.01,0.02,0.00
1095,Entry Long,MACrossLE,2024-07-14 19:01,158.344,498,0.01,0.00,102.11,0.00,0.06,0.01,0.02,0.00
1094,Exit Short,MACrossLE,2024-07-14 19:01,158.344,498,0.02,0.00,102.10,0.00,0.02,0.00,0,0.00
1094,Entry Short,MACrossSE,2024-07-14 19:01,158.349,498,0.02,0.00,102.10,0.00,0.02,0.00,0,0.00
1093,Exit Long,MACrossSE,2024-07-14 19:01,158.349,498,0.11,0.02,102.09,0.00,0.23,0.05,0.003,0.00
1093,Entry Long,MACrossLE,2024-07-14 18:55,158.313,498,0.11,0.02,102.09,0.00,0.23,0.05,0.003,0.00
1092,Exit Short,MACrossLE,2024-07-14 18:55,158.313,498,-0.003,0.00,101.97,0.00,0,0.00,0.003,0.00
1092,Entry Short,MACrossSE,2024-07-14 18:55,158.312,498,-0.003,0.00,101.97,0.00,0,0.00,0.003,0.00
1091,Exit Long,MACrossSE,2024-07-14 18:55,158.312,499,0.49,0.10,101.98,0.01,0.56,0.11,0,0.00
1091,Entry Long,MACrossLE,2024-07-14 18:30,158.157,499,0.49,0.10,101.98,0.01,0.56,0.11,0,0.00
1090,Exit Short,MACrossLE,2024-07-14 18:30,158.157,499,0.01,0.00,101.49,0.00,0.01,0.00,0,0.00
1090,Entry Short,MACrossSE,2024-07-14 18:30,158.159,499,0.01,0.00,101.49,0.00,0.01,0.00,0,0.00
1089,Exit Long,MACrossSE,2024-07-14 18:30,158.159,499,0.23,0.05,101.48,0.00,0.27,0.05,0,0.00
1089,Entry Long,MACrossLE,2024-07-14 18:15,158.085,499,0.23,0.05,101.48,0.00,0.27,0.05,0,0.00
1088,Exit Short,MACrossLE,2024-07-14 18:15,158.085,499,0.22,0.04,101.25,0.00,0.56,0.11,0,0.00
1088,Entry Short,MACrossSE,2024-07-14 18:08,158.155,499,0.22,0.04,101.25,0.00,0.56,0.11,0,0.00
1087,Exit Long,MACrossSE,2024-07-14 18:08,158.155,502,0.07,0.01,101.02,0.00,0.34,0.07,0.16,0.03
1087,Entry Long,MACrossLE,2024-07-14 17:53,158.133,502,0.07,0.01,101.02,0.00,0.34,0.07,0.16,0.03
1086,Exit Short,MACrossLE,2024-07-14 17:53,158.133,502,0.01,0.00,100.95,0.00,0.09,0.02,0.01,0.00
1086,Entry Short,MACrossSE,2024-07-14 17:48,158.135,502,0.01,0.00,100.95,0.00,0.09,0.02,0.01,0.00
1085,Exit Long,MACrossSE,2024-07-14 17:48,158.135,502,0.01,0.00,100.95,0.00,0.02,0.00,0,0.00
1085,Entry Long,MACrossLE,2024-07-14 17:39,158.132,502,0.01,0.00,100.95,0.00,0.02,0.00,0,0.00
1084,Exit Short,MACrossLE,2024-07-14 17:39,158.132,502,0.01,0.00,100.94,0.00,0.03,0.01,0.02,0.00
1084,Entry Short,MACrossSE,2024-07-14 17:27,158.135,502,0.01,0.00,100.94,0.00,0.03,0.01,0.02,0.00
1083,Exit Long,MACrossSE,2024-07-14 17:27,158.135,502,0.17,0.03,100.93,0.00,0.21,0.04,0.003,0.00
1083,Entry Long,MACrossLE,2024-07-14 17:13,158.081,502,0.17,0.03,100.93,0.00,0.21,0.04,0.003,0.00
1082,Exit Short,MACrossLE,2024-07-14 17:13,158.081,502,-0.01,0.00,100.76,0.00,0.02,0.00,0.04,0.01
1082,Entry Short,MACrossSE,2024-07-14 17:11,158.078,502,-0.01,0.00,100.76,0.00,0.02,0.00,0.04,0.01
1081,Exit Long,MACrossSE,2024-07-14 17:11,158.078,503,0.69,0.14,100.77,0.01,0.74,0.15,0.09,0.02
1081,Entry Long,MACrossLE,2024-07-12 16:55,157.860,503,0.69,0.14,100.77,0.01,0.74,0.15,0.09,0.02
1080,Exit Short,MACrossLE,2024-07-12 16:55,157.860,503,0.07,0.01,100.08,0.00,0.22,0.04,0,0.00
1080,Entry Short,MACrossSE,2024-07-12 16:49,157.883,503,0.07,0.01,100.08,0.00,0.22,0.04,0,0.00
1079,Exit Long,MACrossSE,2024-07-12 16:49,157.883,503,0.01,0.00,100.01,0.00,0.04,0.01,0.02,0.00
1079,Entry Long,MACrossLE,2024-07-12 16:46,157.879,503,0.01,0.00,100.01,0.00,0.04,0.01,0.02,0.00
1078,Exit Short,MACrossLE,2024-07-12 16:46,157.879,503,0.03,0.01,99.99,0.00,0.03,0.01,0,0.00
1078,Entry Short,MACrossSE,2024-07-12 16:46,157.887,503,0.03,0.01,99.99,0.00,0.03,0.01,0,0.00
1077,Exit Long,MACrossSE,2024-07-12 16:46,157.887,503,-0.003,0.00,99.97,0.00,0.08,0.02,0.04,0.01
1077,Entry Long,MACrossLE,2024-07-12 16:44,157.888,503,-0.003,0.00,99.97,0.00,0.08,0.02,0.04,0.01
1076,Exit Short,MACrossLE,2024-07-12 16:44,157.888,503,0.03,0.01,99.97,0.00,0.09,0.02,0.02,0.00
1076,Entry Short,MACrossSE,2024-07-12 16:39,157.898,503,0.03,0.01,99.97,0.00,0.09,0.02,0.02,0.00
1075,Exit Long,MACrossSE,2024-07-12 16:39,157.898,503,0.28,0.06,99.94,0.01,0.42,0.08,0,0.00
1075,Entry Long,MACrossLE,2024-07-12 16:25,157.808,503,0.28,0.06,99.94,0.01,0.42,0.08,0,0.00
1074,Exit Short,MACrossLE,2024-07-12 16:25,157.808,503,0.10,0.02,99.65,0.00,0.17,0.03,0.01,0.00
1074,Entry Short,MACrossSE,2024-07-12 16:12,157.841,503,0.10,0.02,99.65,0.00,0.17,0.03,0.01,0.00
1073,Exit Long,MACrossSE,2024-07-12 16:12,157.841,503,-0.01,0.00,99.55,0.00,0.02,0.00,0.02,0.00
1073,Entry Long,MACrossLE,2024-07-12 16:09,157.843,503,-0.01,0.00,99.55,0.00,0.02,0.00,0.02,0.00
1072,Exit Short,MACrossLE,2024-07-12 16:09,157.843,503,-0.003,0.00,99.56,0.00,0.02,0.00,0.03,0.01
1072,Entry Short,MACrossSE,2024-07-12 16:06,157.842,503,-0.003,0.00,99.56,0.00,0.02,0.00,0.03,0.01
1071,Exit Long,MACrossSE,2024-07-12 16:06,157.842,503,0.09,0.02,99.56,0.00,0.17,0.03,0,0.00
1071,Entry Long,MACrossLE,2024-07-12 15:54,157.815,503,0.09,0.02,99.56,0.00,0.17,0.03,0,0.00
1070,Exit Short,MACrossLE,2024-07-12 15:54,157.815,503,-0.02,0.00,99.47,0.00,0.03,0.01,0.05,0.01
1070,Entry Short,MACrossSE,2024-07-12 15:52,157.810,503,-0.02,0.00,99.47,0.00,0.03,0.01,0.05,0.01
1069,Exit Long,MACrossSE,2024-07-12 15:52,157.810,503,0.01,0.00,99.49,0.00,0.05,0.01,0.02,0.00
1069,Entry Long,MACrossLE,2024-07-12 15:47,157.808,503,0.01,0.00,99.49,0.00,0.05,0.01,0.02,0.00
1068,Exit Short,MACrossLE,2024-07-12 15:47,157.808,503,0.03,0.01,99.48,0.00,0.05,0.01,0.03,0.01
1068,Entry Short,MACrossSE,2024-07-12 15:40,157.816,503,0.03,0.01,99.48,0.00,0.05,0.01,0.03,0.01
1067,Exit Long,MACrossSE,2024-07-12 15:40,157.816,503,0.003,0.00,99.46,0.00,0.003,0.00,0,0.00
1067,Entry Long,MACrossLE,2024-07-12 15:40,157.815,503,0.003,0.00,99.46,0.00,0.003,0.00,0,0.00
1066,Exit Short,MACrossLE,2024-07-12 15:40,157.815,503,0.06,0.01,99.45,0.00,0.12,0.02,0,0.00
1066,Entry Short,MACrossSE,2024-07-12 15:32,157.835,503,0.06,0.01,99.45,0.00,0.12,0.02,0,0.00
1065,Exit Long,MACrossSE,2024-07-12 15:32,157.835,503,0.04,0.01,99.39,0.00,0.14,0.03,0.07,0.01
1065,Entry Long,MACrossLE,2024-07-12 15:26,157.822,503,0.04,0.01,99.39,0.00,0.14,0.03,0.07,0.01
1064,Exit Short,MACrossLE,2024-07-12 15:26,157.822,503,0.10,0.02,99.35,0.00,0.16,0.03,0.06,0.01
1064,Entry Short,MACrossSE,2024-07-12 15:15,157.853,503,0.10,0.02,99.35,0.00,0.16,0.03,0.06,0.01
1063,Exit Long,MACrossSE,2024-07-12 15:15,157.853,503,0.03,0.01,99.25,0.00,0.07,0.01,0.02,0.00
1063,Entry Long,MACrossLE,2024-07-12 15:13,157.844,503,0.03,0.01,99.25,0.00,0.07,0.01,0.02,0.00
1062,Exit Short,MACrossLE,2024-07-12 15:13,157.844,503,0.04,0.01,99.22,0.00,0.04,0.01,0,0.00
1062,Entry Short,MACrossSE,2024-07-12 15:13,157.857,503,0.04,0.01,99.22,0.00,0.04,0.01,0,0.00
1061,Exit Long,MACrossSE,2024-07-12 15:13,157.857,503,-0.01,0.00,99.18,0.00,0.02,0.00,0.11,0.02
1061,Entry Long,MACrossLE,2024-07-12 15:11,157.861,503,-0.01,0.00,99.18,0.00,0.02,0.00,0.11,0.02
1060,Exit Short,MACrossLE,2024-07-12 15:11,157.861,503,0.12,0.02,99.20,0.00,0.28,0.06,0,0.00
1060,Entry Short,MACrossSE,2024-07-12 15:03,157.900,503,0.12,0.02,99.20,0.00,0.28,0.06,0,0.00
1059,Exit Long,MACrossSE,2024-07-12 15:03,157.900,503,0.05,0.01,99.07,0.00,0.13,0.03,0,0.00
1059,Entry Long,MACrossLE,2024-07-12 14:57,157.883,503,0.05,0.01,99.07,0.00,0.13,0.03,0,0.00
1058,Exit Short,MACrossLE,2024-07-12 14:57,157.883,503,0.05,0.01,99.02,0.00,0.10,0.02,0,0.00
1058,Entry Short,MACrossSE,2024-07-12 14:47,157.899,503,0.05,0.01,99.02,0.00,0.10,0.02,0,0.00
1057,Exit Long,MACrossSE,2024-07-12 14:47,157.899,503,0.03,0.01,98.97,0.00,0.09,0.02,0.02,0.00
1057,Entry Long,MACrossLE,2024-07-12 14:41,157.891,503,0.03,0.01,98.97,0.00,0.09,0.02,0.02,0.00
1056,Exit Short,MACrossLE,2024-07-12 14:41,157.891,503,0.10,0.02,98.94,0.00,0.17,0.03,0.02,0.00
1056,Entry Short,MACrossSE,2024-07-12 14:30,157.923,503,0.10,0.02,98.94,0.00,0.17,0.03,0.02,0.00
1055,Exit Long,MACrossSE,2024-07-12 14:30,157.923,503,0.01,0.00,98.84,0.00,0.06,0.01,0.06,0.01
1055,Entry Long,MACrossLE,2024-07-12 14:26,157.919,503,0.01,0.00,98.84,0.00,0.06,0.01,0.06,0.01
1054,Exit Short,MACrossLE,2024-07-12 14:26,157.919,503,0.12,0.02,98.83,0.00,0.20,0.04,0,0.00
1054,Entry Short,MACrossSE,2024-07-12 14:13,157.957,503,0.12,0.02,98.83,0.00,0.20,0.04,0,0.00
1053,Exit Long,MACrossSE,2024-07-12 14:13,157.957,503,0,0.00,98.71,0.00,0.05,0.01,0.06,0.01
1053,Entry Long,MACrossLE,2024-07-12 14:09,157.957,503,0,0.00,98.71,0.00,0.05,0.01,0.06,0.01
1052,Exit Short,MACrossLE,2024-07-12 14:09,157.957,503,0.06,0.01,98.71,0.00,0.17,0.03,0,0.00
1052,Entry Short,MACrossSE,2024-07-12 14:04,157.976,503,0.06,0.01,98.71,0.00,0.17,0.03,0,0.00
1051,Exit Long,MACrossSE,2024-07-12 14:04,157.976,503,0.06,0.01,98.65,0.00,0.12,0.02,0,0.00
1051,Entry Long,MACrossLE,2024-07-12 13:56,157.958,503,0.06,0.01,98.65,0.00,0.12,0.02,0,0.00
1050,Exit Short,MACrossLE,2024-07-12 13:56,157.958,503,0.04,0.01,98.59,0.00,0.10,0.02,0.02,0.00
1050,Entry Short,MACrossSE,2024-07-12 13:51,157.970,503,0.04,0.01,98.59,0.00,0.10,0.02,0.02,0.00
1049,Exit Long,MACrossSE,2024-07-12 13:51,157.970,503,0.03,0.01,98.55,0.00,0.11,0.02,0.01,0.00
1049,Entry Long,MACrossLE,2024-07-12 13:44,157.961,503,0.03,0.01,98.55,0.00,0.11,0.02,0.01,0.00
1048,Exit Short,MACrossLE,2024-07-12 13:44,157.961,503,0.09,0.02,98.52,0.00,0.15,0.03,0,0.00
1048,Entry Short,MACrossSE,2024-07-12 13:34,157.989,503,0.09,0.02,98.52,0.00,0.15,0.03,0,0.00
1047,Exit Long,MACrossSE,2024-07-12 13:34,157.989,503,0.03,0.01,98.44,0.00,0.11,0.02,0.05,0.01
1047,Entry Long,MACrossLE,2024-07-12 13:28,157.980,503,0.03,0.01,98.44,0.00,0.11,0.02,0.05,0.01
1046,Exit Short,MACrossLE,2024-07-12 13:28,157.980,503,0.03,0.01,98.41,0.00,0.14,0.03,0.07,0.01
1046,Entry Short,MACrossSE,2024-07-12 13:21,157.991,503,0.03,0.01,98.41,0.00,0.14,0.03,0.07,0.01
1045,Exit Long,MACrossSE,2024-07-12 13:21,157.991,503,0.33,0.07,98.37,0.01,0.41,0.08,0,0.00
1045,Entry Long,MACrossLE,2024-07-12 13:03,157.886,503,0.33,0.07,98.37,0.01,0.41,0.08,0,0.00
1044,Exit Short,MACrossLE,2024-07-12 13:03,157.886,503,0.16,0.03,98.04,0.00,0.23,0.05,0,0.00
1044,Entry Short,MACrossSE,2024-07-12 12:51,157.935,503,0.16,0.03,98.04,0.00,0.23,0.05,0,0.00
1043,Exit Long,MACrossSE,2024-07-12 12:51,157.935,503,0.06,0.01,97.89,0.00,0.15,0.03,0.02,0.00
1043,Entry Long,MACrossLE,2024-07-12 12:46,157.915,503,0.06,0.01,97.89,0.00,0.15,0.03,0.02,0.00
1042,Exit Short,MACrossLE,2024-07-12 12:46,157.915,503,0.09,0.02,97.82,0.00,0.16,0.03,0.06,0.01
1042,Entry Short,MACrossSE,2024-07-12 12:38,157.942,503,0.09,0.02,97.82,0.00,0.16,0.03,0.06,0.01
1041,Exit Long,MACrossSE,2024-07-12 12:38,157.942,503,0.003,0.00,97.74,0.00,0.003,0.00,0,0.00
1041,Entry Long,MACrossLE,2024-07-12 12:38,157.941,503,0.003,0.00,97.74,0.00,0.003,0.00,0,0.00
1040,Exit Short,MACrossLE,2024-07-12 12:38,157.941,503,0.02,0.00,97.73,0.00,0.15,0.03,0.04,0.01
1040,Entry Short,MACrossSE,2024-07-12 12:34,157.948,503,0.02,0.00,97.73,0.00,0.15,0.03,0.04,0.01
1039,Exit Long,MACrossSE,2024-07-12 12:34,157.948,503,-0.05,-0.01,97.71,0.00,0.03,0.01,0.17,0.03
1039,Entry Long,MACrossLE,2024-07-12 12:30,157.965,503,-0.05,-0.01,97.71,0.00,0.03,0.01,0.17,0.03
1038,Exit Short,MACrossLE,2024-07-12 12:30,157.965,503,0.03,0.01,97.77,0.00,0.11,0.02,0.01,0.00
1038,Entry Short,MACrossSE,2024-07-12 12:25,157.973,503,0.03,0.01,97.77,0.00,0.11,0.02,0.01,0.00
1037,Exit Long,MACrossSE,2024-07-12 12:25,157.973,503,0.07,0.01,97.74,0.00,0.22,0.04,0.03,0.01
1037,Entry Long,MACrossLE,2024-07-12 12:21,157.951,503,0.07,0.01,97.74,0.00,0.22,0.04,0.03,0.01
1036,Exit Short,MACrossLE,2024-07-12 12:21,157.951,503,0.01,0.00,97.67,0.00,0.01,0.00,0,0.00
1036,Entry Short,MACrossSE,2024-07-12 12:21,157.955,503,0.01,0.00,97.67,0.00,0.01,0.00,0,0.00
1035,Exit Long,MACrossSE,2024-07-12 12:21,157.955,503,0.16,0.03,97.66,0.00,0.24,0.05,0,0.00
1035,Entry Long,MACrossLE,2024-07-12 12:13,157.904,503,0.16,0.03,97.66,0.00,0.24,0.05,0,0.00
1034,Exit Short,MACrossLE,2024-07-12 12:13,157.904,503,0.07,0.01,97.50,0.00,0.28,0.06,0.03,0.01
1034,Entry Short,MACrossSE,2024-07-12 12:10,157.926,503,0.07,0.01,97.50,0.00,0.28,0.06,0.03,0.01
1033,Exit Long,MACrossSE,2024-07-12 12:10,157.926,503,-0.03,-0.01,97.43,0.00,0.05,0.01,0.09,0.02
1033,Entry Long,MACrossLE,2024-07-12 12:08,157.935,503,-0.03,-0.01,97.43,0.00,0.05,0.01,0.09,0.02
1032,Exit Short,MACrossLE,2024-07-12 12:08,157.935,503,0.21,0.04,97.46,0.00,0.43,0.09,0,0.00
1032,Entry Short,MACrossSE,2024-07-12 11:58,158.001,503,0.21,0.04,97.46,0.00,0.43,0.09,0,0.00
1031,Exit Long,MACrossSE,2024-07-12 11:58,158.001,503,0.56,0.11,97.25,0.01,0.86,0.17,0,0.00
1031,Entry Long,MACrossLE,2024-07-12 11:43,157.823,503,0.56,0.11,97.25,0.01,0.86,0.17,0,0.00
1030,Exit Short,MACrossLE,2024-07-12 11:43,157.823,503,0.19,0.04,96.68,0.00,0.32,0.06,0,0.00
1030,Entry Short,MACrossSE,2024-07-12 11:35,157.882,503,0.19,0.04,96.68,0.00,0.32,0.06,0,0.00
1029,Exit Long,MACrossSE,2024-07-12 11:35,157.882,503,0.01,0.00,96.50,0.00,0.01,0.00,0,0.00
1029,Entry Long,MACrossLE,2024-07-12 11:35,157.878,503,0.01,0.00,96.50,0.00,0.01,0.00,0,0.00
1028,Exit Short,MACrossLE,2024-07-12 11:35,157.878,503,0.04,0.01,96.48,0.00,0.13,0.03,0.04,0.01
1028,Entry Short,MACrossSE,2024-07-12 11:33,157.890,503,0.04,0.01,96.48,0.00,0.13,0.03,0.04,0.01
1027,Exit Long,MACrossSE,2024-07-12 11:33,157.890,503,0.04,0.01,96.45,0.00,0.04,0.01,0,0.00
1027,Entry Long,MACrossLE,2024-07-12 11:33,157.877,503,0.04,0.01,96.45,0.00,0.04,0.01,0,0.00
1026,Exit Short,MACrossLE,2024-07-12 11:33,157.877,503,-0.01,0.00,96.41,0.00,0.07,0.01,0.09,0.02
1026,Entry Short,MACrossSE,2024-07-12 11:31,157.875,503,-0.01,0.00,96.41,0.00,0.07,0.01,0.09,0.02
1025,Exit Long,MACrossSE,2024-07-12 11:31,157.875,503,0.41,0.08,96.41,0.01,0.59,0.12,0,0.00
1025,Entry Long,MACrossLE,2024-07-12 11:19,157.746,503,0.41,0.08,96.41,0.01,0.59,0.12,0,0.00
1024,Exit Short,MACrossLE,2024-07-12 11:19,157.746,503,0.08,0.02,96.00,0.00,0.82,0.16,0.11,0.02
1024,Entry Short,MACrossSE,2024-07-12 11:16,157.771,503,0.08,0.02,96.00,0.00,0.82,0.16,0.11,0.02
1023,Exit Long,MACrossSE,2024-07-12 11:16,157.771,503,0.01,0.00,95.92,0.00,0.11,0.02,0.16,0.03
1023,Entry Long,MACrossLE,2024-07-12 11:12,157.768,503,0.01,0.00,95.92,0.00,0.11,0.02,0.16,0.03
1022,Exit Short,MACrossLE,2024-07-12 11:12,157.768,503,0.03,0.01,95.91,0.00,0.09,0.02,0.05,0.01
1022,Entry Short,MACrossSE,2024-07-12 11:08,157.776,503,0.03,0.01,95.91,0.00,0.09,0.02,0.05,0.01
1021,Exit Long,MACrossSE,2024-07-12 11:08,157.776,503,0.24,0.05,95.89,0.00,0.42,0.08,0.08,0.02
1021,Entry Long,MACrossLE,2024-07-12 10:57,157.700,503,0.24,0.05,95.89,0.00,0.42,0.08,0.08,0.02
1020,Exit Short,MACrossLE,2024-07-12 10:57,157.700,503,0.40,0.08,95.65,0.01,0.74,0.15,0.06,0.01
1020,Entry Short,MACrossSE,2024-07-12 10:47,157.828,503,0.40,0.08,95.65,0.01,0.74,0.15,0.06,0.01
1019,Exit Long,MACrossSE,2024-07-12 10:47,157.828,503,0.04,0.01,95.24,0.00,0.25,0.05,0.12,0.02
1019,Entry Long,MACrossLE,2024-07-12 10:42,157.816,503,0.04,0.01,95.24,0.00,0.25,0.05,0.12,0.02
1018,Exit Short,MACrossLE,2024-07-12 10:42,157.816,503,0.05,0.01,95.21,0.00,0.28,0.06,0.03,0.01
1018,Entry Short,MACrossSE,2024-07-12 10:37,157.832,503,0.05,0.01,95.21,0.00,0.28,0.06,0.03,0.01
1017,Exit Long,MACrossSE,2024-07-12 10:37,157.832,503,0.01,0.00,95.16,0.00,0.28,0.06,0.09,0.02
1017,Entry Long,MACrossLE,2024-07-12 10:31,157.828,503,0.01,0.00,95.16,0.00,0.28,0.06,0.09,0.02
1016,Exit Short,MACrossLE,2024-07-12 10:31,157.828,503,0,0.00,95.14,0.00,0.28,0.06,0.15,0.03
1016,Entry Short,MACrossSE,2024-07-12 10:29,157.828,503,0,0.00,95.14,0.00,0.28,0.06,0.15,0.03
1015,Exit Long,MACrossSE,2024-07-12 10:29,157.828,504,0.63,0.13,95.14,0.01,0.94,0.19,0,0.00
1015,Entry Long,MACrossLE,2024-07-12 10:21,157.629,504,0.63,0.13,95.14,0.01,0.94,0.19,0,0.00
1014,Exit Short,MACrossLE,2024-07-12 10:21,157.629,503,1.59,0.32,94.51,0.03,2.37,0.47,0,0.00
1014,Entry Short,MACrossSE,2024-07-12 10:12,158.133,503,1.59,0.32,94.51,0.03,2.37,0.47,0,0.00
1013,Exit Long,MACrossSE,2024-07-12 10:12,158.133,502,-0.32,-0.06,92.92,-0.01,0.28,0.06,1.66,0.33
1013,Entry Long,MACrossLE,2024-07-12 10:08,158.233,502,-0.32,-0.06,92.92,-0.01,0.28,0.06,1.66,0.33
1012,Exit Short,MACrossLE,2024-07-12 10:08,158.233,502,0.38,0.08,93.23,0.01,0.75,0.15,0,0.00
1012,Entry Short,MACrossSE,2024-07-12 10:00,158.353,502,0.38,0.08,93.23,0.01,0.75,0.15,0,0.00
1011,Exit Long,MACrossSE,2024-07-12 10:00,158.353,501,0.04,0.01,92.85,0.00,0.38,0.08,0.13,0.03
1011,Entry Long,MACrossLE,2024-07-12 09:54,158.340,501,0.04,0.01,92.85,0.00,0.38,0.08,0.13,0.03
1010,Exit Short,MACrossLE,2024-07-12 09:54,158.340,502,-0.03,-0.01,92.81,0.00,0.22,0.04,0.20,0.04
1010,Entry Short,MACrossSE,2024-07-12 09:51,158.332,502,-0.03,-0.01,92.81,0.00,0.22,0.04,0.20,0.04
1009,Exit Long,MACrossSE,2024-07-12 09:51,158.332,503,2.01,0.40,92.84,0.04,2.26,0.45,0,0.00
1009,Entry Long,MACrossLE,2024-07-12 09:21,157.697,503,2.01,0.40,92.84,0.04,2.26,0.45,0,0.00
1008,Exit Short,MACrossLE,2024-07-12 09:21,157.697,504,0.05,0.01,90.83,0.00,1.02,0.20,0.43,0.09
1008,Entry Short,MACrossSE,2024-07-12 09:19,157.712,504,0.05,0.01,90.83,0.00,1.02,0.20,0.43,0.09
1007,Exit Long,MACrossSE,2024-07-12 09:19,157.712,503,0.06,0.01,90.78,0.00,0.84,0.17,0.56,0.11
1007,Entry Long,MACrossLE,2024-07-12 09:17,157.693,503,0.06,0.01,90.78,0.00,0.84,0.17,0.56,0.11
1006,Exit Short,MACrossLE,2024-07-12 09:17,157.693,500,3.38,0.68,90.72,0.07,4.42,0.88,0,0.00
1006,Entry Short,MACrossSE,2024-07-12 09:07,158.767,500,3.38,0.68,90.72,0.07,4.42,0.88,0,0.00
1005,Exit Long,MACrossSE,2024-07-12 09:07,158.767,500,0.30,0.06,87.34,0.01,0.53,0.11,0,0.00
1005,Entry Long,MACrossLE,2024-07-12 08:58,158.672,500,0.30,0.06,87.34,0.01,0.53,0.11,0,0.00
1004,Exit Short,MACrossLE,2024-07-12 08:58,158.672,500,0.87,0.17,87.05,0.02,1.20,0.24,0,0.00
1004,Entry Short,MACrossSE,2024-07-12 08:44,158.949,500,0.87,0.17,87.05,0.02,1.20,0.24,0,0.00
1003,Exit Long,MACrossSE,2024-07-12 08:44,158.949,500,0.10,0.02,86.17,0.00,0.46,0.09,0.19,0.04
1003,Entry Long,MACrossLE,2024-07-12 08:40,158.917,500,0.10,0.02,86.17,0.00,0.46,0.09,0.19,0.04
1002,Exit Short,MACrossLE,2024-07-12 08:40,158.917,500,-0.04,-0.01,86.07,0.00,0.30,0.06,0.36,0.07
1002,Entry Short,MACrossSE,2024-07-12 08:37,158.904,500,-0.04,-0.01,86.07,0.00,0.30,0.06,0.36,0.07
1001,Exit Long,MACrossSE,2024-07-12 08:37,158.904,501,1.06,0.21,86.11,0.02,1.83,0.37,0,0.00
1001,Entry Long,MACrossLE,2024-07-12 08:30,158.567,501,1.06,0.21,86.11,0.02,1.83,0.37,0,0.00
1000,Exit Short,MACrossLE,2024-07-12 08:30,158.567,501,0.09,0.02,85.05,0.00,0.09,0.02,0,0.00
1000,Entry Short,MACrossSE,2024-07-12 08:30,158.597,501,0.09,0.02,85.05,0.00,0.09,0.02,0,0.00
999,Exit Long,MACrossSE,2024-07-12 08:30,158.597,501,0.01,0.00,84.96,0.00,0.19,0.04,0.16,0.03
999,Entry Long,MACrossLE,2024-07-12 08:27,158.594,501,0.01,0.00,84.96,0.00,0.19,0.04,0.16,0.03
998,Exit Short,MACrossLE,2024-07-12 08:27,158.594,499,1.39,0.28,84.95,0.03,1.66,0.33,0,0.00
998,Entry Short,MACrossSE,2024-07-12 07:56,159.036,499,1.39,0.28,84.95,0.03,1.66,0.33,0,0.00
997,Exit Long,MACrossSE,2024-07-12 07:56,159.036,499,0.003,0.00,83.56,0.00,0.05,0.01,0.08,0.02
997,Entry Long,MACrossLE,2024-07-12 07:54,159.035,499,0.003,0.00,83.56,0.00,0.05,0.01,0.08,0.02
996,Exit Short,MACrossLE,2024-07-12 07:54,159.035,499,-0.01,0.00,83.56,0.00,0.07,0.01,0.05,0.01
996,Entry Short,MACrossSE,2024-07-12 07:50,159.033,499,-0.01,0.00,83.56,0.00,0.07,0.01,0.05,0.01
995,Exit Long,MACrossSE,2024-07-12 07:50,159.033,499,0.03,0.01,83.56,0.00,0.09,0.02,0.04,0.01
995,Entry Long,MACrossLE,2024-07-12 07:45,159.024,499,0.03,0.01,83.56,0.00,0.09,0.02,0.04,0.01
994,Exit Short,MACrossLE,2024-07-12 07:45,159.024,499,0.01,0.00,83.54,0.00,0.07,0.01,0.07,0.01
994,Entry Short,MACrossSE,2024-07-12 07:40,159.027,499,0.01,0.00,83.54,0.00,0.07,0.01,0.07,0.01
993,Exit Long,MACrossSE,2024-07-12 07:40,159.027,499,0.13,0.03,83.53,0.00,0.26,0.05,0.08,0.02
993,Entry Long,MACrossLE,2024-07-12 07:29,158.984,499,0.13,0.03,83.53,0.00,0.26,0.05,0.08,0.02
992,Exit Short,MACrossLE,2024-07-12 07:29,158.984,499,0.46,0.09,83.39,0.01,0.62,0.12,0,0.00
992,Entry Short,MACrossSE,2024-07-12 07:14,159.131,499,0.46,0.09,83.39,0.01,0.62,0.12,0,0.00
991,Exit Long,MACrossSE,2024-07-12 07:14,159.131,499,0.04,0.01,82.93,0.00,0.08,0.02,0.04,0.01
991,Entry Long,MACrossLE,2024-07-12 07:06,159.118,499,0.04,0.01,82.93,0.00,0.08,0.02,0.04,0.01
990,Exit Short,MACrossLE,2024-07-12 07:06,159.118,499,0.25,0.05,82.89,0.01,0.28,0.06,0.01,0.00
990,Entry Short,MACrossSE,2024-07-12 06:46,159.197,499,0.25,0.05,82.89,0.01,0.28,0.06,0.01,0.00
989,Exit Long,MACrossSE,2024-07-12 06:46,159.197,499,0.02,0.00,82.64,0.00,0.05,0.01,0.03,0.01
