Trade #,Type,Signal,Date/Time,Price JPY,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
821,Exit Long,MACrossSE,2024-07-11 14:55,158.766,508,-0.01,0.00,64.17,0.00,0.03,0.01,0.02,0.00
821,Entry Long,MACrossLE,2024-07-11 14:53,158.769,508,-0.01,0.00,64.17,0.00,0.03,0.01,0.02,0.00
820,Exit Short,MACrossLE,2024-07-11 14:53,158.769,508,0.23,0.05,64.18,0.00,0.31,0.06,0,0.00
820,Entry Short,MACrossSE,2024-07-11 14:32,158.843,508,0.23,0.05,64.18,0.00,0.31,0.06,0,0.00
819,Exit Long,MACrossSE,2024-07-11 14:32,158.843,508,0.01,0.00,63.95,0.00,0.10,0.02,0.08,0.02
819,Entry Long,MACrossLE,2024-07-11 14:27,158.839,508,0.01,0.00,63.95,0.00,0.10,0.02,0.08,0.02
818,Exit Short,MACrossLE,2024-07-11 14:27,158.839,508,-0.01,0.00,63.93,0.00,0.06,0.01,0.04,0.01
818,Entry Short,MACrossSE,2024-07-11 14:25,158.837,508,-0.01,0.00,63.93,0.00,0.06,0.01,0.04,0.01
817,Exit Long,MACrossSE,2024-07-11 14:25,158.837,509,0.25,0.05,63.94,0.01,0.32,0.06,0.03,0.01
817,Entry Long,MACrossLE,2024-07-11 14:11,158.758,509,0.25,0.05,63.94,0.01,0.32,0.06,0.03,0.01
816,Exit Short,MACrossLE,2024-07-11 14:11,158.758,508,0.24,0.05,63.69,0.00,0.29,0.06,0,0.00
816,Entry Short,MACrossSE,2024-07-11 13:58,158.833,508,0.24,0.05,63.69,0.00,0.29,0.06,0,0.00
815,Exit Long,MACrossSE,2024-07-11 13:58,158.833,509,0.24,0.05,63.46,0.00,0.42,0.08,0,0.00
815,Entry Long,MACrossLE,2024-07-11 13:48,158.757,509,0.24,0.05,63.46,0.00,0.42,0.08,0,0.00
814,Exit Short,MACrossLE,2024-07-11 13:48,158.757,509,-0.01,0.00,63.22,0.00,0.04,0.01,0.08,0.02
814,Entry Short,MACrossSE,2024-07-11 13:46,158.754,509,-0.01,0.00,63.22,0.00,0.04,0.01,0.08,0.02
813,Exit Long,MACrossSE,2024-07-11 13:46,158.754,509,0.49,0.10,63.23,0.01,0.61,0.12,0.05,0.01
813,Entry Long,MACrossLE,2024-07-11 13:17,158.598,509,0.49,0.10,63.23,0.01,0.61,0.12,0.05,0.01
812,Exit Short,MACrossLE,2024-07-11 13:17,158.598,509,0.18,0.04,62.74,0.00,0.26,0.05,0,0.00
812,Entry Short,MACrossSE,2024-07-11 13:08,158.655,509,0.18,0.04,62.74,0.00,0.26,0.05,0,0.00
811,Exit Long,MACrossSE,2024-07-11 13:08,158.655,509,0.11,0.02,62.56,0.00,0.35,0.07,0,0.00
811,Entry Long,MACrossLE,2024-07-11 13:03,158.619,509,0.11,0.02,62.56,0.00,0.35,0.07,0,0.00
810,Exit Short,MACrossLE,2024-07-11 13:03,158.619,509,-0.07,-0.01,62.44,0.00,0.14,0.03,0.40,0.08
810,Entry Short,MACrossSE,2024-07-11 13:00,158.598,509,-0.07,-0.01,62.44,0.00,0.14,0.03,0.40,0.08
809,Exit Long,MACrossSE,2024-07-11 13:00,158.598,509,0.08,0.02,62.51,0.00,0.21,0.04,0.03,0.01
809,Entry Long,MACrossLE,2024-07-11 12:53,158.573,509,0.08,0.02,62.51,0.00,0.21,0.04,0.03,0.01
808,Exit Short,MACrossLE,2024-07-11 12:53,158.573,509,0.09,0.02,62.43,0.00,0.18,0.04,0.05,0.01
808,Entry Short,MACrossSE,2024-07-11 12:45,158.603,509,0.09,0.02,62.43,0.00,0.18,0.04,0.05,0.01
807,Exit Long,MACrossSE,2024-07-11 12:45,158.603,509,0.10,0.02,62.34,0.00,0.19,0.04,0,0.00
807,Entry Long,MACrossLE,2024-07-11 12:38,158.571,509,0.10,0.02,62.34,0.00,0.19,0.04,0,0.00
806,Exit Short,MACrossLE,2024-07-11 12:38,158.571,509,-0.01,0.00,62.23,0.00,0.11,0.02,0.14,0.03
806,Entry Short,MACrossSE,2024-07-11 12:33,158.569,509,-0.01,0.00,62.23,0.00,0.11,0.02,0.14,0.03
805,Exit Long,MACrossSE,2024-07-11 12:33,158.569,509,0.04,0.01,62.24,0.00,0.12,0.02,0.07,0.01
805,Entry Long,MACrossLE,2024-07-11 12:29,158.556,509,0.04,0.01,62.24,0.00,0.12,0.02,0.07,0.01
804,Exit Short,MACrossLE,2024-07-11 12:29,158.556,509,0.11,0.02,62.20,0.00,0.17,0.03,0,0.00
804,Entry Short,MACrossSE,2024-07-11 12:19,158.591,509,0.11,0.02,62.20,0.00,0.17,0.03,0,0.00
803,Exit Long,MACrossSE,2024-07-11 12:19,158.591,509,0.01,0.00,62.09,0.00,0.07,0.01,0.03,0.01
803,Entry Long,MACrossLE,2024-07-11 12:14,158.588,509,0.01,0.00,62.09,0.00,0.07,0.01,0.03,0.01
802,Exit Short,MACrossLE,2024-07-11 12:14,158.588,509,0.01,0.00,62.08,0.00,0.07,0.01,0.05,0.01
802,Entry Short,MACrossSE,2024-07-11 12:07,158.591,509,0.01,0.00,62.08,0.00,0.07,0.01,0.05,0.01
801,Exit Long,MACrossSE,2024-07-11 12:07,158.591,509,0.15,0.03,62.07,0.00,0.22,0.04,0,0.00
801,Entry Long,MACrossLE,2024-07-11 11:57,158.544,509,0.15,0.03,62.07,0.00,0.22,0.04,0,0.00
800,Exit Short,MACrossLE,2024-07-11 11:57,158.544,509,0.13,0.03,61.92,0.00,0.28,0.06,0,0.00
800,Entry Short,MACrossSE,2024-07-11 11:49,158.584,509,0.13,0.03,61.92,0.00,0.28,0.06,0,0.00
799,Exit Long,MACrossSE,2024-07-11 11:49,158.584,509,0.13,0.03,61.80,0.00,0.25,0.05,0.02,0.00
799,Entry Long,MACrossLE,2024-07-11 11:44,158.544,509,0.13,0.03,61.80,0.00,0.25,0.05,0.02,0.00
798,Exit Short,MACrossLE,2024-07-11 11:44,158.544,509,-0.02,0.00,61.67,0.00,0.04,0.01,0.10,0.02
798,Entry Short,MACrossSE,2024-07-11 11:42,158.539,509,-0.02,0.00,61.67,0.00,0.04,0.01,0.10,0.02
797,Exit Long,MACrossSE,2024-07-11 11:42,158.539,509,0.01,0.00,61.69,0.00,0.07,0.01,0.06,0.01
797,Entry Long,MACrossLE,2024-07-11 11:36,158.537,509,0.01,0.00,61.69,0.00,0.07,0.01,0.06,0.01
796,Exit Short,MACrossLE,2024-07-11 11:36,158.537,509,0.06,0.01,61.68,0.00,0.14,0.03,0.04,0.01
796,Entry Short,MACrossSE,2024-07-11 11:30,158.557,509,0.06,0.01,61.68,0.00,0.14,0.03,0.04,0.01
795,Exit Long,MACrossSE,2024-07-11 11:30,158.557,509,0.04,0.01,61.62,0.00,0.25,0.05,0.11,0.02
795,Entry Long,MACrossLE,2024-07-11 11:25,158.543,509,0.04,0.01,61.62,0.00,0.25,0.05,0.11,0.02
794,Exit Short,MACrossLE,2024-07-11 11:25,158.543,509,0.08,0.02,61.57,0.00,0.20,0.04,0.13,0.03
794,Entry Short,MACrossSE,2024-07-11 11:19,158.567,509,0.08,0.02,61.57,0.00,0.20,0.04,0.13,0.03
793,Exit Long,MACrossSE,2024-07-11 11:19,158.567,509,0.10,0.02,61.50,0.00,0.29,0.06,0.08,0.02
793,Entry Long,MACrossLE,2024-07-11 11:14,158.535,509,0.10,0.02,61.50,0.00,0.29,0.06,0.08,0.02
792,Exit Short,MACrossLE,2024-07-11 11:14,158.535,509,0.05,0.01,61.40,0.00,0.28,0.06,0.06,0.01
792,Entry Short,MACrossSE,2024-07-11 11:09,158.551,509,0.05,0.01,61.40,0.00,0.28,0.06,0.06,0.01
791,Exit Long,MACrossSE,2024-07-11 11:09,158.551,509,-0.02,0.00,61.35,0.00,0.16,0.03,0.17,0.03
791,Entry Long,MACrossLE,2024-07-11 11:07,158.557,509,-0.02,0.00,61.35,0.00,0.16,0.03,0.17,0.03
790,Exit Short,MACrossLE,2024-07-11 11:07,158.557,509,0.08,0.02,61.37,0.00,0.41,0.08,0.15,0.03
790,Entry Short,MACrossSE,2024-07-11 11:05,158.581,509,0.08,0.02,61.37,0.00,0.41,0.08,0.15,0.03
789,Exit Long,MACrossSE,2024-07-11 11:05,158.581,509,0.07,0.01,61.29,0.00,0.07,0.01,0,0.00
789,Entry Long,MACrossLE,2024-07-11 11:05,158.559,509,0.07,0.01,61.29,0.00,0.07,0.01,0,0.00
788,Exit Short,MACrossLE,2024-07-11 11:05,158.559,509,0.14,0.03,61.22,0.00,0.24,0.05,0.10,0.02
788,Entry Short,MACrossSE,2024-07-11 11:01,158.602,509,0.14,0.03,61.22,0.00,0.24,0.05,0.10,0.02
787,Exit Long,MACrossSE,2024-07-11 11:01,158.602,509,0.09,0.02,61.09,0.00,0.09,0.02,0,0.00
787,Entry Long,MACrossLE,2024-07-11 11:01,158.573,509,0.09,0.02,61.09,0.00,0.09,0.02,0,0.00
786,Exit Short,MACrossLE,2024-07-11 11:01,158.573,509,0.41,0.08,60.99,0.01,0.59,0.12,0,0.00
786,Entry Short,MACrossSE,2024-07-11 10:51,158.703,509,0.41,0.08,60.99,0.01,0.59,0.12,0,0.00
785,Exit Long,MACrossSE,2024-07-11 10:51,158.703,509,0.36,0.07,60.58,0.01,0.64,0.13,0,0.00
785,Entry Long,MACrossLE,2024-07-11 10:44,158.589,509,0.36,0.07,60.58,0.01,0.64,0.13,0,0.00
784,Exit Short,MACrossLE,2024-07-11 10:44,158.589,509,0.20,0.04,60.23,0.00,0.48,0.10,0.12,0.02
784,Entry Short,MACrossSE,2024-07-11 10:36,158.654,509,0.20,0.04,60.23,0.00,0.48,0.10,0.12,0.02
783,Exit Long,MACrossSE,2024-07-11 10:36,158.654,509,0.08,0.02,60.02,0.00,0.08,0.02,0,0.00
783,Entry Long,MACrossLE,2024-07-11 10:36,158.629,509,0.08,0.02,60.02,0.00,0.08,0.02,0,0.00
782,Exit Short,MACrossLE,2024-07-11 10:36,158.629,509,0.01,0.00,59.94,0.00,0.19,0.04,0.19,0.04
782,Entry Short,MACrossSE,2024-07-11 10:33,158.633,509,0.01,0.00,59.94,0.00,0.19,0.04,0.19,0.04
781,Exit Long,MACrossSE,2024-07-11 10:33,158.633,509,0.51,0.10,59.93,0.01,0.80,0.16,0,0.00
781,Entry Long,MACrossLE,2024-07-11 10:22,158.472,509,0.51,0.10,59.93,0.01,0.80,0.16,0,0.00
780,Exit Short,MACrossLE,2024-07-11 10:22,158.472,510,-0.11,-0.02,59.42,0.00,0.08,0.02,0.54,0.11
780,Entry Short,MACrossSE,2024-07-11 10:20,158.438,510,-0.11,-0.02,59.42,0.00,0.08,0.02,0.54,0.11
779,Exit Long,MACrossSE,2024-07-11 10:20,158.438,510,0.03,0.01,59.53,0.00,0.03,0.01,0,0.00
779,Entry Long,MACrossLE,2024-07-11 10:20,158.429,510,0.03,0.01,59.53,0.00,0.03,0.01,0,0.00
778,Exit Short,MACrossLE,2024-07-11 10:20,158.429,510,0.03,0.01,59.50,0.00,0.19,0.04,0.17,0.03
778,Entry Short,MACrossSE,2024-07-11 10:18,158.438,510,0.03,0.01,59.50,0.00,0.19,0.04,0.17,0.03
777,Exit Long,MACrossSE,2024-07-11 10:18,158.438,509,-0.04,-0.01,59.47,0.00,0.16,0.03,0.15,0.03
777,Entry Long,MACrossLE,2024-07-11 10:16,158.452,509,-0.04,-0.01,59.47,0.00,0.16,0.03,0.15,0.03
776,Exit Short,MACrossLE,2024-07-11 10:16,158.452,509,0.56,0.11,59.52,0.01,0.88,0.18,0.16,0.03
776,Entry Short,MACrossSE,2024-07-11 09:55,158.629,509,0.56,0.11,59.52,0.01,0.88,0.18,0.16,0.03
775,Exit Long,MACrossSE,2024-07-11 09:55,158.629,509,0.04,0.01,58.96,0.00,0.37,0.07,0.35,0.07
775,Entry Long,MACrossLE,2024-07-11 09:51,158.616,509,0.04,0.01,58.96,0.00,0.37,0.07,0.35,0.07
774,Exit Short,MACrossLE,2024-07-11 09:51,158.616,509,0.14,0.03,58.92,0.00,1.23,0.25,0.34,0.07
774,Entry Short,MACrossSE,2024-07-11 09:46,158.659,509,0.14,0.03,58.92,0.00,1.23,0.25,0.34,0.07
773,Exit Long,MACrossSE,2024-07-11 09:46,158.659,509,0.30,0.06,58.78,0.01,0.84,0.17,0.11,0.02
773,Entry Long,MACrossLE,2024-07-11 09:39,158.563,509,0.30,0.06,58.78,0.01,0.84,0.17,0.11,0.02
772,Exit Short,MACrossLE,2024-07-11 09:39,158.563,509,0.04,0.01,58.48,0.00,0.71,0.14,0.27,0.05
772,Entry Short,MACrossSE,2024-07-11 09:37,158.576,509,0.04,0.01,58.48,0.00,0.71,0.14,0.27,0.05
771,Exit Long,MACrossSE,2024-07-11 09:37,158.576,509,0.11,0.02,58.44,0.00,0.11,0.02,0,0.00
771,Entry Long,MACrossLE,2024-07-11 09:37,158.542,509,0.11,0.02,58.44,0.00,0.11,0.02,0,0.00
770,Exit Short,MACrossLE,2024-07-11 09:37,158.542,509,0.24,0.05,58.33,0.00,2.21,0.44,0.26,0.05
770,Entry Short,MACrossSE,2024-07-11 09:34,158.618,509,0.24,0.05,58.33,0.00,2.21,0.44,0.26,0.05
769,Exit Long,MACrossSE,2024-07-11 09:34,158.618,512,2.70,0.54,58.09,0.06,3.81,0.76,0,0.00
769,Entry Long,MACrossLE,2024-07-11 09:13,157.767,512,2.70,0.54,58.09,0.06,3.81,0.76,0,0.00
768,Exit Short,MACrossLE,2024-07-11 09:13,157.767,509,3.32,0.66,55.40,0.07,4.43,0.89,0,0.00
768,Entry Short,MACrossSE,2024-07-11 08:59,158.820,509,3.32,0.66,55.40,0.07,4.43,0.89,0,0.00
767,Exit Long,MACrossSE,2024-07-11 08:59,158.820,508,0.04,0.01,52.08,0.00,1.18,0.24,0.77,0.15
767,Entry Long,MACrossLE,2024-07-11 08:55,158.808,508,0.04,0.01,52.08,0.00,1.18,0.24,0.77,0.15
766,Exit Short,MACrossLE,2024-07-11 08:55,158.808,508,0.35,0.07,52.04,0.01,1.00,0.20,0.11,0.02
766,Entry Short,MACrossSE,2024-07-11 08:53,158.920,508,0.35,0.07,52.04,0.01,1.00,0.20,0.11,0.02
765,Exit Long,MACrossSE,2024-07-11 08:53,158.920,508,0.31,0.06,51.69,0.01,0.31,0.06,0,0.00
765,Entry Long,MACrossLE,2024-07-11 08:53,158.821,508,0.31,0.06,51.69,0.01,0.31,0.06,0,0.00
764,Exit Short,MACrossLE,2024-07-11 08:53,158.821,502,6.39,1.28,51.38,0.13,7.78,1.56,0,0.00
764,Entry Short,MACrossSE,2024-07-11 08:42,160.880,502,6.39,1.28,51.38,0.13,7.78,1.56,0,0.00
763,Exit Long,MACrossSE,2024-07-11 08:42,160.880,502,-0.11,-0.02,44.99,0.00,0.27,0.05,0.55,0.11
763,Entry Long,MACrossLE,2024-07-11 08:38,160.915,502,-0.11,-0.02,44.99,0.00,0.27,0.05,0.55,0.11
762,Exit Short,MACrossLE,2024-07-11 08:38,160.915,500,2.13,0.43,45.09,0.04,2.93,0.59,0,0.00
762,Entry Short,MACrossSE,2024-07-11 08:27,161.605,500,2.13,0.43,45.09,0.04,2.93,0.59,0,0.00
761,Exit Long,MACrossSE,2024-07-11 08:27,161.605,500,0.22,0.04,42.96,0.00,0.27,0.05,0,0.00
761,Entry Long,MACrossLE,2024-07-11 08:05,161.534,500,0.22,0.04,42.96,0.00,0.27,0.05,0,0.00
760,Exit Short,MACrossLE,2024-07-11 08:05,161.534,500,0.04,0.01,42.74,0.00,0.13,0.03,0.02,0.00
760,Entry Short,MACrossSE,2024-07-11 07:59,161.547,500,0.04,0.01,42.74,0.00,0.13,0.03,0.02,0.00
759,Exit Long,MACrossSE,2024-07-11 07:59,161.547,500,0,0.00,42.70,0.00,0.003,0.00,0.01,0.00
759,Entry Long,MACrossLE,2024-07-11 07:56,161.547,500,0,0.00,42.70,0.00,0.003,0.00,0.01,0.00
758,Exit Short,MACrossLE,2024-07-11 07:56,161.547,500,0.03,0.01,42.70,0.00,0.05,0.01,0,0.00
758,Entry Short,MACrossSE,2024-07-11 07:48,161.558,500,0.03,0.01,42.70,0.00,0.05,0.01,0,0.00
757,Exit Long,MACrossSE,2024-07-11 07:48,161.558,500,-0.003,0.00,42.67,0.00,0.02,0.00,0.03,0.01
757,Entry Long,MACrossLE,2024-07-11 07:42,161.559,500,-0.003,0.00,42.67,0.00,0.02,0.00,0.03,0.01
756,Exit Short,MACrossLE,2024-07-11 07:42,161.559,500,0.04,0.01,42.67,0.00,0.07,0.01,0.01,0.00
756,Entry Short,MACrossSE,2024-07-11 07:32,161.572,500,0.04,0.01,42.67,0.00,0.07,0.01,0.01,0.00
755,Exit Long,MACrossSE,2024-07-11 07:32,161.572,500,0.02,0.00,42.63,0.00,0.02,0.00,0,0.00
755,Entry Long,MACrossLE,2024-07-11 07:32,161.567,500,0.02,0.00,42.63,0.00,0.02,0.00,0,0.00
754,Exit Short,MACrossLE,2024-07-11 07:32,161.567,500,0.02,0.00,42.61,0.00,0.05,0.01,0.02,0.00
754,Entry Short,MACrossSE,2024-07-11 07:27,161.575,500,0.02,0.00,42.61,0.00,0.05,0.01,0.02,0.00
753,Exit Long,MACrossSE,2024-07-11 07:27,161.575,500,0.01,0.00,42.59,0.00,0.01,0.00,0,0.00
753,Entry Long,MACrossLE,2024-07-11 07:27,161.573,500,0.01,0.00,42.59,0.00,0.01,0.00,0,0.00
752,Exit Short,MACrossLE,2024-07-11 07:27,161.573,500,0.02,0.00,42.58,0.00,0.05,0.01,0,0.00
752,Entry Short,MACrossSE,2024-07-11 07:22,161.578,500,0.02,0.00,42.58,0.00,0.05,0.01,0,0.00
751,Exit Long,MACrossSE,2024-07-11 07:22,161.578,500,0.09,0.02,42.57,0.00,0.14,0.03,0,0.00
751,Entry Long,MACrossLE,2024-07-11 07:14,161.549,500,0.09,0.02,42.57,0.00,0.14,0.03,0,0.00
750,Exit Short,MACrossLE,2024-07-11 07:14,161.549,500,0.003,0.00,42.48,0.00,0.04,0.01,0.01,0.00
750,Entry Short,MACrossSE,2024-07-11 07:10,161.550,500,0.003,0.00,42.48,0.00,0.04,0.01,0.01,0.00
749,Exit Long,MACrossSE,2024-07-11 07:10,161.550,500,-0.003,0.00,42.47,0.00,0.03,0.01,0.01,0.00
749,Entry Long,MACrossLE,2024-07-11 07:06,161.551,500,-0.003,0.00,42.47,0.00,0.03,0.01,0.01,0.00
748,Exit Short,MACrossLE,2024-07-11 07:06,161.551,500,0,0.00,42.48,0.00,0.03,0.01,0.02,0.00
748,Entry Short,MACrossSE,2024-07-11 07:01,161.551,500,0,0.00,42.48,0.00,0.03,0.01,0.02,0.00
747,Exit Long,MACrossSE,2024-07-11 07:01,161.551,500,0.02,0.00,42.48,0.00,0.06,0.01,0.03,0.01
747,Entry Long,MACrossLE,2024-07-11 06:51,161.546,500,0.02,0.00,42.48,0.00,0.06,0.01,0.03,0.01
746,Exit Short,MACrossLE,2024-07-11 06:51,161.546,500,0.05,0.01,42.46,0.00,0.08,0.02,0.01,0.00
746,Entry Short,MACrossSE,2024-07-11 06:44,161.562,500,0.05,0.01,42.46,0.00,0.08,0.02,0.01,0.00
745,Exit Long,MACrossSE,2024-07-11 06:44,161.562,500,0.01,0.00,42.41,0.00,0.01,0.00,0,0.00
745,Entry Long,MACrossLE,2024-07-11 06:44,161.560,500,0.01,0.00,42.41,0.00,0.01,0.00,0,0.00
744,Exit Short,MACrossLE,2024-07-11 06:44,161.560,500,0.03,0.01,42.41,0.00,0.07,0.01,0,0.00
744,Entry Short,MACrossSE,2024-07-11 06:39,161.569,500,0.03,0.01,42.41,0.00,0.07,0.01,0,0.00
743,Exit Long,MACrossSE,2024-07-11 06:39,161.569,500,0.06,0.01,42.38,0.00,0.10,0.02,0.01,0.00
743,Entry Long,MACrossLE,2024-07-11 06:27,161.550,500,0.06,0.01,42.38,0.00,0.10,0.02,0.01,0.00
742,Exit Short,MACrossLE,2024-07-11 06:27,161.550,500,-0.01,0.00,42.32,0.00,0.02,0.00,0.03,0.01
742,Entry Short,MACrossSE,2024-07-11 06:25,161.546,500,-0.01,0.00,42.32,0.00,0.02,0.00,0.03,0.01
741,Exit Long,MACrossSE,2024-07-11 06:25,161.546,500,-0.01,0.00,42.33,0.00,0.02,0.00,0.05,0.01
741,Entry Long,MACrossLE,2024-07-11 06:21,161.549,500,-0.01,0.00,42.33,0.00,0.02,0.00,0.05,0.01
740,Exit Short,MACrossLE,2024-07-11 06:21,161.549,500,-0.003,0.00,42.34,0.00,0.02,0.00,0.02,0.00
740,Entry Short,MACrossSE,2024-07-11 06:19,161.548,500,-0.003,0.00,42.34,0.00,0.02,0.00,0.02,0.00
739,Exit Long,MACrossSE,2024-07-11 06:19,161.548,500,0.003,0.00,42.34,0.00,0.02,0.00,0.03,0.01
739,Entry Long,MACrossLE,2024-07-11 06:17,161.547,500,0.003,0.00,42.34,0.00,0.02,0.00,0.03,0.01
738,Exit Short,MACrossLE,2024-07-11 06:17,161.547,500,0,0.00,42.34,0.00,0,0.00,0,0.00
738,Entry Short,MACrossSE,2024-07-11 06:17,161.547,500,0,0.00,42.34,0.00,0,0.00,0,0.00
737,Exit Long,MACrossSE,2024-07-11 06:17,161.547,500,0.06,0.01,42.34,0.00,0.09,0.02,0,0.00
737,Entry Long,MACrossLE,2024-07-11 06:10,161.529,500,0.06,0.01,42.34,0.00,0.09,0.02,0,0.00
736,Exit Short,MACrossLE,2024-07-11 06:10,161.529,500,0.06,0.01,42.29,0.00,0.13,0.03,0,0.00
736,Entry Short,MACrossSE,2024-07-11 06:04,161.548,500,0.06,0.01,42.29,0.00,0.13,0.03,0,0.00
735,Exit Long,MACrossSE,2024-07-11 06:04,161.548,500,-0.003,0.00,42.23,0.00,0.04,0.01,0.02,0.00
735,Entry Long,MACrossLE,2024-07-11 06:02,161.549,500,-0.003,0.00,42.23,0.00,0.04,0.01,0.02,0.00
734,Exit Short,MACrossLE,2024-07-11 06:02,161.549,500,0,0.00,42.23,0.00,0,0.00,0,0.00
734,Entry Short,MACrossSE,2024-07-11 06:02,161.549,500,0,0.00,42.23,0.00,0,0.00,0,0.00
733,Exit Long,MACrossSE,2024-07-11 06:02,161.549,500,0,0.00,42.23,0.00,0.03,0.01,0.02,0.00
733,Entry Long,MACrossLE,2024-07-11 06:00,161.549,500,0,0.00,42.23,0.00,0.03,0.01,0.02,0.00
732,Exit Short,MACrossLE,2024-07-11 06:00,161.549,500,-0.003,0.00,42.23,0.00,0,0.00,0.003,0.00
732,Entry Short,MACrossSE,2024-07-11 06:00,161.548,500,-0.003,0.00,42.23,0.00,0,0.00,0.003,0.00
731,Exit Long,MACrossSE,2024-07-11 06:00,161.548,500,0.09,0.02,42.23,0.00,0.11,0.02,0,0.00
731,Entry Long,MACrossLE,2024-07-11 05:46,161.519,500,0.09,0.02,42.23,0.00,0.11,0.02,0,0.00
730,Exit Short,MACrossLE,2024-07-11 05:46,161.519,500,-0.01,0.00,42.14,0.00,0.02,0.00,0.04,0.01
730,Entry Short,MACrossSE,2024-07-11 05:43,161.517,500,-0.01,0.00,42.14,0.00,0.02,0.00,0.04,0.01
729,Exit Long,MACrossSE,2024-07-11 05:43,161.517,500,0.11,0.02,42.15,0.00,0.13,0.03,0,0.00
729,Entry Long,MACrossLE,2024-07-11 05:29,161.483,500,0.11,0.02,42.15,0.00,0.13,0.03,0,0.00
728,Exit Short,MACrossLE,2024-07-11 05:29,161.483,500,0.09,0.02,42.04,0.00,0.13,0.03,0,0.00
728,Entry Short,MACrossSE,2024-07-11 05:21,161.512,500,0.09,0.02,42.04,0.00,0.13,0.03,0,0.00
727,Exit Long,MACrossSE,2024-07-11 05:21,161.512,500,-0.01,0.00,41.95,0.00,0.05,0.01,0.08,0.02
727,Entry Long,MACrossLE,2024-07-11 05:17,161.515,500,-0.01,0.00,41.95,0.00,0.05,0.01,0.08,0.02
726,Exit Short,MACrossLE,2024-07-11 05:17,161.515,500,0.003,0.00,41.96,0.00,0.05,0.01,0.05,0.01
726,Entry Short,MACrossSE,2024-07-11 05:14,161.516,500,0.003,0.00,41.96,0.00,0.05,0.01,0.05,0.01
725,Exit Long,MACrossSE,2024-07-11 05:14,161.516,500,0.01,0.00,41.96,0.00,0.05,0.01,0.03,0.01
725,Entry Long,MACrossLE,2024-07-11 05:09,161.513,500,0.01,0.00,41.96,0.00,0.05,0.01,0.03,0.01
724,Exit Short,MACrossLE,2024-07-11 05:09,161.513,500,0.04,0.01,41.95,0.00,0.13,0.03,0,0.00
724,Entry Short,MACrossSE,2024-07-11 05:04,161.526,500,0.04,0.01,41.95,0.00,0.13,0.03,0,0.00
723,Exit Long,MACrossSE,2024-07-11 05:04,161.526,500,0.01,0.00,41.91,0.00,0.06,0.01,0.03,0.01
723,Entry Long,MACrossLE,2024-07-11 04:59,161.523,500,0.01,0.00,41.91,0.00,0.06,0.01,0.03,0.01
722,Exit Short,MACrossLE,2024-07-11 04:59,161.523,500,0.01,0.00,41.90,0.00,0.01,0.00,0,0.00
722,Entry Short,MACrossSE,2024-07-11 04:59,161.526,500,0.01,0.00,41.90,0.00,0.01,0.00,0,0.00
721,Exit Long,MACrossSE,2024-07-11 04:59,161.526,500,0.01,0.00,41.89,0.00,0.06,0.01,0.02,0.00
721,Entry Long,MACrossLE,2024-07-11 04:57,161.524,500,0.01,0.00,41.89,0.00,0.06,0.01,0.02,0.00
720,Exit Short,MACrossLE,2024-07-11 04:57,161.524,500,0.22,0.04,41.89,0.00,0.29,0.06,0,0.00
720,Entry Short,MACrossSE,2024-07-11 04:39,161.596,500,0.22,0.04,41.89,0.00,0.29,0.06,0,0.00
719,Exit Long,MACrossSE,2024-07-11 04:39,161.596,500,0,0.00,41.66,0.00,0.04,0.01,0.02,0.00
719,Entry Long,MACrossLE,2024-07-11 04:36,161.596,500,0,0.00,41.66,0.00,0.04,0.01,0.02,0.00
718,Exit Short,MACrossLE,2024-07-11 04:36,161.596,500,0.003,0.00,41.66,0.00,0.003,0.00,0,0.00
718,Entry Short,MACrossSE,2024-07-11 04:36,161.597,500,0.003,0.00,41.66,0.00,0.003,0.00,0,0.00
717,Exit Long,MACrossSE,2024-07-11 04:36,161.597,500,0.09,0.02,41.66,0.00,0.13,0.03,0,0.00
717,Entry Long,MACrossLE,2024-07-11 04:27,161.568,500,0.09,0.02,41.66,0.00,0.13,0.03,0,0.00
716,Exit Short,MACrossLE,2024-07-11 04:27,161.568,500,0.03,0.01,41.57,0.00,0.05,0.01,0.01,0.00
716,Entry Short,MACrossSE,2024-07-11 04:18,161.578,500,0.03,0.01,41.57,0.00,0.05,0.01,0.01,0.00
715,Exit Long,MACrossSE,2024-07-11 04:18,161.578,500,-0.003,0.00,41.54,0.00,0.02,0.00,0.02,0.00
715,Entry Long,MACrossLE,2024-07-11 04:15,161.579,500,-0.003,0.00,41.54,0.00,0.02,0.00,0.02,0.00
714,Exit Short,MACrossLE,2024-07-11 04:15,161.579,499,0.18,0.04,41.54,0.00,0.24,0.05,0,0.00
714,Entry Short,MACrossSE,2024-07-11 04:00,161.637,499,0.18,0.04,41.54,0.00,0.24,0.05,0,0.00
713,Exit Long,MACrossSE,2024-07-11 04:00,161.637,500,0.21,0.04,41.36,0.00,0.28,0.06,0.02,0.00
713,Entry Long,MACrossLE,2024-07-11 03:42,161.569,500,0.21,0.04,41.36,0.00,0.28,0.06,0.02,0.00
712,Exit Short,MACrossLE,2024-07-11 03:42,161.569,499,0.24,0.05,41.15,0.00,0.32,0.06,0,0.00
